3.991992000000000189e+02,0.000000000000000000e+00
4.001634999999999991e+02,-1.162870000000004733e-02
4.011277000000000044e+02,-8.682399999999979023e-03
4.020919000000000096e+02,-6.866000000000038739e-03
4.030561999999999898e+02,-6.108400000000013819e-03
4.040203999999999951e+02,-6.076199999999976065e-03
4.049846999999999753e+02,-6.319100000000021922e-03
4.059488999999999805e+02,-6.409000000000109054e-03
4.069132000000000176e+02,-6.026599999999993074e-03
4.078774000000000228e+02,-5.008600000000029695e-03
4.088417000000000030e+02,-3.348500000000087518e-03
4.098059000000000083e+02,-1.190299999999977487e-03
4.107701999999999884e+02,1.205400000000023120e-03
4.117343999999999937e+02,3.488299999999999734e-03
4.126986999999999739e+02,5.305600000000021410e-03
4.136628999999999792e+02,6.375699999999984158e-03
4.146272000000000162e+02,6.583699999999970132e-03
4.155914000000000215e+02,6.022099999999919184e-03
4.165557000000000016e+02,4.966600000000043202e-03
4.175199000000000069e+02,3.783499999999939689e-03
4.184841999999999871e+02,2.821700000000038067e-03
4.194483999999999924e+02,2.297499999999952358e-03
4.204126999999999725e+02,2.259400000000022501e-03
4.213768999999999778e+02,2.601199999999970203e-03
4.223412000000000148e+02,3.135500000000068788e-03
4.233054000000000201e+02,3.666700000000022719e-03
4.242697000000000003e+02,4.040600000000060810e-03
4.252339000000000055e+02,4.171300000000099928e-03
4.261981999999999857e+02,4.032299999999988671e-03
4.271623999999999910e+02,3.639600000000076108e-03
4.281265999999999963e+02,3.051199999999920642e-03
4.290908999999999764e+02,2.369299999999907591e-03
4.300550999999999817e+02,1.760600000000001053e-03
4.310194000000000187e+02,1.431499999999918948e-03
4.319836000000000240e+02,1.576499999999980695e-03
4.329479000000000042e+02,2.290099999999961611e-03
4.339121999999999844e+02,3.497400000000094877e-03
4.348763999999999896e+02,4.933000000000076213e-03
4.358405999999999949e+02,6.189999999999917790e-03
4.368048999999999751e+02,6.865000000000121005e-03
4.377692000000000121e+02,6.707000000000018503e-03
4.387334000000000174e+02,5.716999999999972104e-03
4.396976999999999975e+02,4.161999999999999034e-03
4.406619000000000028e+02,2.470999999999889951e-03
4.416261999999999830e+02,1.082999999999945118e-03
4.425903999999999883e+02,2.739999999998854463e-04
4.435547000000000253e+02,8.300000000005525180e-05
4.445188999999999737e+02,3.159999999999829612e-04
4.454832000000000107e+02,6.700000000001704592e-04
4.464474000000000160e+02,8.660000000000334097e-04
4.474116999999999962e+02,7.809999999999206466e-04
4.483759000000000015e+02,4.830000000000111982e-04
4.493401000000000067e+02,1.700000000000034817e-04
4.503043999999999869e+02,5.900000000003124967e-05
4.512685999999999922e+02,2.800000000000579803e-04
4.522328999999999724e+02,8.240000000001579394e-04
4.531970999999999776e+02,1.562000000000063338e-03
4.541614000000000146e+02,2.332999999999918472e-03
4.551256000000000199e+02,3.004999999999924398e-03
4.560899000000000001e+02,3.523999999999860577e-03
4.570541000000000054e+02,3.902000000000072077e-03
4.580183999999999855e+02,4.162999999999916767e-03
4.589825999999999908e+02,4.300999999999888246e-03
4.599469000000000278e+02,4.260999999999848242e-03
4.609110999999999763e+02,3.977000000000119329e-03
4.618754000000000133e+02,3.414999999999945857e-03
4.628396000000000186e+02,2.611999999999836675e-03
4.638038999999999987e+02,1.674000000000175348e-03
4.647681000000000040e+02,7.420000000000204210e-04
4.657323999999999842e+02,-6.299999999992422772e-05
4.666965999999999894e+02,-6.740000000000634373e-04
4.676609000000000265e+02,-1.082000000000027384e-03
4.686250999999999749e+02,-1.292999999999988603e-03
4.695894000000000119e+02,-1.306000000000029360e-03
4.705536000000000172e+02,-1.090999999999953118e-03
4.715178999999999974e+02,-6.170000000000896989e-04
4.724821000000000026e+02,9.700000000001374190e-05
4.734463999999999828e+02,9.440000000000559055e-04
4.744105999999999881e+02,1.732000000000066819e-03
4.753749000000000251e+02,2.229999999999954241e-03
4.763390999999999735e+02,2.267999999999936733e-03
4.773032999999999788e+02,1.805000000000056559e-03
4.782676000000000158e+02,9.569999999998746176e-04
4.792318999999999960e+02,-5.600000000005600498e-05
4.801961000000000013e+02,-9.919999999998818652e-04
4.811603999999999814e+02,-1.705999999999985306e-03
4.821245999999999867e+02,-2.199999999999979750e-03
4.830889000000000237e+02,-2.612999999999976453e-03
4.840530999999999722e+02,-3.117999999999954142e-03
4.850174000000000092e+02,-3.830000000000000071e-03
